Table 1
Museum ID,Museum Name,Legal Name,Alternate Name,Museum Type,Institution Name,Street Address (Administrative Location),City (Administrative Location),State (Administrative Location),ZIp Codee (Administration Location),Street Address (Physical Location),City (Physical Location),State (Physical Location),Zip Code (Physical Location),Phone Number,Latitude,Longitude,Locale Code (NCES),County Code (FIPS),State Code (FIPS),Region Code (AAM),Employer ID Number,Tax Period,Income,Revenue
8400200137,ANCHORAGE CLAY ARTS GUILD,ANCHORAGE CLAY ARTS GUILD,,ART MUSEUM,,PO BOX 241151,ANCHORAGE,AK,99524,,,,,,61.18495,-149.89178,1,,2,6,920156423,201412,0,0
8409502704,ARC GALLERY,UNIVERSITY OF ALASKA,,ART MUSEUM,UNIVERSITY OF ALASKA ANCHORAGE,3211 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,,,,,9077861766,64.81712,-147.87837,2,90,2,6,926000147,201306,,
8400200168,BUNNELL STREET GALLERY,BUNNELL STREET ARTS CENTER,,ART MUSEUM,,106 W BUNNELL AVE,HOMER,AK,99603,,,,,9072352662,59.64002,-151.54459,4,122,2,6,943220880,201312,335104,335104
8409502921,CARR-GOTTSTEIN GALLERY,ALASKA PACIFIC UNIVERSITY,,ART MUSEUM,ALASKA PACIFIC UNIVERSITY,4101 UNIVERSITY DRIVE,ANCHORAGE,AK,99508,,,,,8002527528,61.18889,-149.80347,1,20,2,6,920023588,201306,66512448,63692296
8409503302,GARY L. FREEBURG ART GALLERY,UNIVERSITY OF ALASKA,,ART MUSEUM,KENAI PENINSULA COLLEGE,3211 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,,,,,,64.81712,-147.87837,2,90,2,6,926000147,201306,,
8400200124,INTERNATIONAL GALLERY OF CONTEMPORARY ARTS,INTERNATIONAL GALLERY OF CONTEMPORARY ARTS INC,,ART MUSEUM,,PO BOX 100239,ANCHORAGE,AK,99510,427 D ST,ANCHORAGE,AK,99510,9072791116,61.21824,-149.88931,1,20,2,6,920128343,201312,48842,39227
8409503530,KIMURA GALLERY,UNIVERSITY OF ALASKA,,ART MUSEUM,UNIVERSITY OF ALASKA ANCHORAGE,3211 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,,,,,9077861800,64.81712,-147.87837,2,90,2,6,926000147,201306,,
8400200144,KODIAK MARITIME MUSEUM AND ART CENTER,KODIAK MARITIME MUSEUM AND ART CENTER,KODIAK MARITIME MUSEUM,ART MUSEUM,,PO BOX 1876,KODIAK,AK,99615,500 DOG BAY DRIVE,KODIAK,AK,99615,9074860384,57.79263,-152.40165,3,,2,6,920165430,201312,85602,85352
8400200053,NEW YORK ALASKA HOUSE,NEW YORK ALASKA HOUSE INC,,ART MUSEUM,,3806 N POINT CIR,ANCHORAGE,AK,99502,,,,,,61.13325,-149.94851,1,20,2,6,262877798,201312,50,50
8400200173,PRATT MUSEUM,PATRONS OF THE PRATT SOCIETY,PRATT MUSEUM,ART MUSEUM,,3779 BARTLETT STREET,HOMER,AK,99603,3779 BARTLETT STREET,HOMER,AK,99603,9072358635,59.6447,-151.5504,4,122,2,6,920166923,201312,65544,65544
8409504138,STUDENT UNION GALLERY,UNIVERSITY OF ALASKA,,ART MUSEUM,UNIVERSITY OF ALASKA ANCHORAGE,3211 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,,,,,9077861052,64.81712,-147.87837,2,90,2,6,926000147,201306,,
8400100086,ALABAMA FOLK ART MUSEUM,ALABAMA FOLK ART MUSEUM,,ART MUSEUM,,1731 1ST AVE N,BIRMINGHAM,AL,35203,,,,,2053214929,33.51275,-86.80921,1,73,1,3,,,,
8400100172,ALABAMA RIVER REGION ARTS CENTER,ALABAMA RIVER REGION ARTS CENTER,,ART MUSEUM,,300 W TALLASSEE ST,WETUMPKA,AL,36092,PO BOX 1172,WETUMPKA,AL,36092,3345789485,32.59985,-86.20616,4,51,1,3,273480154,201412,0,0
8400100244,ALTAMONT SCHOOL,ALTAMONT SCHOOL,,ART MUSEUM,,4801 ALTAMONT RD S,BIRMINGHAM,AL,35222,,,,,2058792006,33.51706,-86.75704,1,73,1,3,630302110,201406,6812202,6772233
8409501314,AMERICAN SPORT ART MUSEUM AND ARCHIVES,AMERICAN SPORT ART MUSEUM AND ARCHIVES,,ART MUSEUM,,1 ACADEMY DR,DAPHNE,AL,36526,1 ACADEMY DR,DAPHNE,AL,36526,2516263303,30.63977,-87.9091,1,3,1,3,,,,
8409502729,ART GALLERIES AT UAH,ART GALLERIES AT UAH,,ART MUSEUM,,WILSON HALL 160 B,HUNTSVILLE,AL,35899,WILSON HALL 160 B,HUNTSVILLE,AL,35899,2568246114,34.74054,-86.62928,4,89,1,3,,,,
8409502760,ART GALLERY,ART GALLERY,,ART MUSEUM,UNIVERSITY OF MONTEVALLO,STATION 6001,MONTEVALLO,AL,35115,,,,,2056656400,33.10622,-86.85865,2,,1,3,636000720,,,
8400100095,BARE HANDS GALLERY,BARE HANDS GALLERY INC,,ART MUSEUM,,PO BOX 13961,BIRMINGHAM,AL,35202,,,,,,33.51634,-86.80581,1,73,1,3,201162009,201312,54487,54487
8400100124,BIRMINGHAM MUSEUM OF ART,BIRMINGHAM MUSEUM OF ART MEMBERS,BIRMINGHAM MUSEUM OF ART MEMBERS,ART MUSEUM,,2000 8TH AVENUE NORTH,BIRMINGHAM,AL,35203,,,,,2052542565,33.52206,-86.80939,1,73,1,3,237077565,201406,25404,25404
8409504170,CALHOUN FINE ARTS GALLERY,THE CALHOUN FINE ARTS GALLERY,,ART MUSEUM,,6250 HWY. 31 NORTH,TANNER,AL,35671,,TANNER,AL,35671,2563062695,34.64853,-86.95033,4,83,1,3,,,,
8409502904,CALHOUN FINE ARTS GALLERY,CALHOUN FINE ARTS GALLERY,,ART MUSEUM,JOHN C CALHOUN STATE COMMUNITY COLLEGE,102 WYNN DR NW,HUNTSVILLE,AL,35805,,,,,2563062695,34.71426,-86.65576,1,89,1,3,630505871,,,
8400100318,CHOCTAW COUNTY HISTORICAL MUSEUM,CHOCTAW COUNTY HISTORICAL MUSEUM INC,,ART MUSEUM,,2842 ARARAT ROAD,TOXEY,AL,36921,,,,,2518432501,32.11194,-88.23785,4,23,1,3,630968762,201412,0,0
8409502963,CHURCH GALLERY,CHURCH GALLERY,,ART MUSEUM,UNIVERSITY OF ALABAMA IN HUNTSVILLE,301 SPARKMAN DR,HUNTSVILLE,AL,35899,,,,,,34.74054,-86.62928,1,89,1,3,630520830,,,
8400100290,COLEMAN CENTER FOR THE ARTS,COLEMAN CENTER FOR THE ARTS,,ART MUSEUM,,630 AVENUE A ST,YORK,AL,36925,,,,,2053922005,32.48383,-88.29437,4,119,1,3,630844429,201309,199297,199297
8409503097,DURBIN GALLERY,DURBIN GALLERY,,ART MUSEUM,BIRMINGHAM SOUTHERN COLLEGE,900 ARKADELPHIA ROAD,BIRMINGHAM,AL,35254,,,,,8005235793,33.51394,-86.85365,1,73,1,3,630708730,,,
8400100400,EAST ALABAMA ARTISTS,EAST ALABAMA ARTISTS INCORPORATED,,ART MUSEUM,,PO BOX 443,ANNISTON,AL,36202,,,,,,33.65842,-85.82646,1,15,1,3,631258383,201312,0,0
8400100247,EASTERN SHORE ART ASSOCIATION,EASTERN SHORE ART ASSN INC,,ART MUSEUM,,401 OAK AVE,FAIRHOPE,AL,36532,,,,,2519282228,30.52659,-87.90355,1,3,1,3,630459459,201405,487641,487641
8409503113,EICHOLD GALLERY,SPRING HILL COLLEGE,,ART MUSEUM,SPRING HILL COLLEGE,4000 DAUPHIN ST,MOBILE,AL,36608,,,,,2513803863,30.68574,-88.14806,4,97,1,3,630302179,201306,35426734,34774309
8400100065,FAYETTE ART MUSEUM,FAYETTE ART MUSEUM,,ART MUSEUM,,530 TEMPLE AVENUE NORTH,FAYETTE,AL,35555,203 TEMPLE AVE N,FAYETTE,AL,35555,2059328727,33.68726,-87.83088,3,57,1,3,,,,
8400100337,GADSDEN MUSEUM OF ART,GADSDEN MUSEUM OF ART,,ART MUSEUM,,2829 W MEIGHAN BLVD,GADSDEN,AL,35904,,,,,2565467365,34.02262,-86.04895,1,55,1,3,631076879,,,
8400100254,GADSDEN MUSEUM OF FINE ARTS,GADSDEN MUSEMUM OF FINE ARTS INC,GADSDEN MUSEUM OF FINE ARTS  INC,ART MUSEUM,,515 BROAD STREET,GADSDEN,AL,35901,,,,,2565467365,34.01391,-86.00513,1,55,1,3,630631003,201403,0,0
8409503358,HAMMOND HALL GALLERY,HAMMOND HALL GALLERY,,ART MUSEUM,JACKSONVILLE STATE UNIVERSITY,700 PELHAM ROAD NORTH,JACKSONVILLE,AL,36265,,,,,2567825781,33.79791,-85.76118,4,15,1,3,636001099,,,
8400100103,HEART GALLERY OF ALABAMA,HEART GALLERY OF ALABAMA INC,,ART MUSEUM,,716 37TH ST S,BIRMINGHAM,AL,35222,,,,,2054451293,33.51713,-86.77651,1,73,1,3,203026109,201312,231386,223739
8400100341,ISABEL ANDERSON COMER MUSEUM & ARTS CENTER,ISABEL ANDERSON COMER MUSEUM & ARTS CENTER,,ART MUSEUM,,PO BOX 245,SYLACAUGA,AL,35150,711 N BROADWAY AVE,SYLACAUGA,AL,35150,2562454016,33.16453,-86.25086,3,121,1,3,631086519,201312,40019,40019
8400100045,JAN DEMPSEY ARTS CENTER,JAN DEMPSEY ARTS CENTER,,ART MUSEUM,,222 E DRAKE AVE,AUBURN,AL,36830,,,,,3345012963,32.61408,-85.4782,1,81,1,3,,,,
8409503506,JULE COLLINS SMITH MUSEUM OF FINE ARTS,JULE COLLINS SMITH MUSEUM OF FINE ARTS,,ART MUSEUM,AUBURN UNIVERSITY,901 SOUTH COLLEGE STREET,AUBURN,AL,36830,,,,,3348441484,32.5888,-85.48474,1,81,1,3,636000724,,,
8400100303,KENTUCK ART CENTER & MUSEUM,THE KENTUCK MUSEUM ASSOCIATION INC,KENTUCK ART CENTER & MUSEUM,ART MUSEUM,,503 MAIN AVE,NORTHPORT,AL,35476,,,,,2057581257,33.21904,-87.57842,2,125,1,3,630896818,201312,483757,445388
8409503569,LBWCC ART GALLERY,LBWCC ART GALLERY,,ART MUSEUM,LURLEEN B WALLACE COMMUNITY COLLEGE,1000 DANNELLY BLVD,ANDALUSIA,AL,36420,,,,,,31.31491,-86.46469,4,39,1,3,630576487,,,
8409503638,MALONE GALLERY OF FINE ART,MALONE GALLERY OF FINE ART,,ART MUSEUM,TROY UNIVERSITY,UNIVERSITY AVENUE,TROY,AL,36082,,,,,3346703391,31.79828,-85.95519,4,109,1,3,636001102,,,
8409503647,MARIAN ACREE�TUCKER GALLERY,JUDSON COLLEGE,,ART MUSEUM,JUDSON COLLEGE,302 BIBB ST,MARION,AL,36756,,,,,,32.63066,-87.31662,4,105,1,3,630288850,201406,9087425,8587867
8409503687,MEADOWS GALLERY,MEADOWS GALLERY,,ART MUSEUM,GADSDEN STATE COMMUNITY COLLEGE,1001 GEORGE WALLACE DR,GADSDEN,AL,35903,,,,,,33.99679,-85.99107,4,55,1,3,630501425,,,
8400100026,MOBILE MUSEUM OF ART,THE MOBILE MUSEUM OF ART INC,,ART MUSEUM,,4850 MUSEUM DR,MOBILE,AL,36689,4850 MUSEUM DR,MOBILE,AL,36689,2512085200,30.70401,-88.15462,1,97,1,3,631162561,201409,3749971,3668329
8400100029,MONTGOMERY MUSEUM OF FINE ARTS,MONTGOMERY MUSEUM OF FINE ARTS ASSOCIATION,,ART MUSEUM,,ONE MUSEUM DRIVE,MONTGOMERY,AL,36123,ONE MUSEUM DRIVE,MONTGOMERY,AL,36117,3342404333,32.3526,-86.2087,1,101,1,3,636049847,201309,2796070,2759203
8400100418,MONTGOMERY MUSEUM OF FINE ARTS ASSOCIATION,MONTGOMERY MUSEUM OF FINE ARTS ASSOCIATION,MONTGOMERY MUSEUM OF FINE ARTS ASSOCIATION,ART MUSEUM,,1 MUSEUM DR,MONTGOMERY,AL,36117,,,,,3342404333,32.3526,-86.2087,1,101,1,3,636049847,201309,2796070,2759203
8409503736,MOODY GALLERY OF ART,THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ALABAMA,BOARD OF TRUSTEES  UNIVERSITY OF ALABAMA,ART MUSEUM,UNIVERSITY OF ALABAMA,103 GARLAND HALL,TUSCALOOSA,AL,35487,,,,,2053481890,33.20939,-87.54843,2,125,1,3,636001138,201309,,
8400100206,MUSTANG MUSEUM OF AMERICA,MUSTANG MUSEUM OF AMERICA,,ART MUSEUM,,10830 AL HIGHWAY 1,ODENVILLE,AL,35120,,,,,,33.57656,-86.49679,4,115,1,3,461395428,201412,0,0
8409503998,SAMFORD ART GALLERY,SAMFORD UNIVERSITY,,ART MUSEUM,SAMFORD UNIVERSITY,800 LAKESHORE DR,BIRMINGHAM,AL,35229,,,,,2057262011,33.46435,-86.7954,2,73,1,3,630312914,201306,343788271,208251061
8409504031,SEAY TWIN ART GALLERY,HUNTINGDON COLLEGE,,ART MUSEUM,HUNTINGDON COLLEGE,1500 EAST FAIRVIEW AVENUE,MONTGOMERY,AL,36106,,,,,3348334498,32.35205,-86.28466,4,101,1,3,630288841,201405,36632804,29957155
8409504034,SELLA-GRANATA ART GALLERY,THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ALABAMA,,ART MUSEUM,UNIVERSITY OF ALABAMA,WOODS HALL 7TH AVENUE,TUSCALOOSA,AL,35487,,,,,2053485967,33.20939,-87.54843,1,125,1,3,636001138,201309,,
8409504115,STILLMAN ART GALLERY,STILLMAN COLLEGE,,ART MUSEUM,STILLMAN COLLEGE,3601 STILLMAN BOULEVARD,TUSCALOOSA,AL,35401,,,,,2053494240,33.19622,-87.56483,1,,1,3,630315935,201306,24958925,24958925
8409504126,STUDENT CENTER ART GALLERY,STUDENT CENTER ART GALLERY,,ART MUSEUM,ATHENS STATE UNIVERSITY,300 N BEATY STREET,ATHENS,AL,35611,,,,,2562338100,34.80598,-86.96746,4,83,1,3,630701340,,,
8400100397,TROY-PIKE CULTURAL ARTS CENTER,TROY-PIKE CULTURAL ARTS CENTER INC,,ART MUSEUM,,PO BOX 863,TROY,AL,36081,300 EAST WALNUT STREET,TROY,AL,36081,3346702287,31.80862,-85.97027,3,109,1,3,631248988,201309,217954,217954
8409400685,TUSCALOOSA MUSEUM OF ART,TUSCALOOSA MUSEUM OF ART,,ART MUSEUM,,1400 JACK WARNER PKWY NE,TUSCALOOSA,AL,35404,,,,,,33.23207,-87.50641,4,125,1,3,,,,
8409504239,UNIVERSITY CENTER GALLERY,UNIVERSITY CENTER GALLERY,,ART MUSEUM,UNIVERSITY OF ALABAMA IN HUNTSVILLE,301 SPARKMAN DR,HUNTSVILLE,AL,35899,,,,,,34.74054,-86.62928,1,89,1,3,630520830,,,
8409504300,VISUAL ARTS GALLERY,VISUAL ARTS GALLERY,,ART MUSEUM,UNIVERSITY OF ALABAMA AT BIRMINGHAM,1221 10TH AVENUE SOUTH,BIRMINGHAM,AL,35205,,,,,2059756436,33.49099,-86.81976,1,73,1,3,636005396,,,
8400100149,WALNUT GALLERY,WALNUT GALLERY INC,,ART MUSEUM,,534 A WALNUT STREET,GADSDEN,AL,35901,,,,,2563282836,34.01135,-86.01258,1,55,1,3,263102385,201312,0,0
8409504318,WEBB HALL ART GALLERY,WEBB HALL ART GALLERY,,ART MUSEUM,UNIVERSITY OF WEST ALABAMA,STATION ONE,LIVINGSTON,AL,35470,,,,,,32.56319,-88.13818,4,,1,3,636001100,,,
8400100313,WIREGRASS MUSEUM OF ART,THE WIREGRASS MUSEUM OF ART INC,,ART MUSEUM,,PO BOX 1624,DOTHAN,AL,36302,126 MUSEUM AVE,DOTHAN,AL,36302,3347943871,31.22382,-85.38911,1,69,1,3,630958800,201309,616447,616447
8400100122,WOMENS GUILD INC OF THE HUNTSVILLE ART LEAGUE AND MUSEUM,WOMENS GUILD INC OF THE HUNTSVILLE ART LEAGUE AND MUSEUM AS,,ART MUSEUM,,307 CLINTON AVENUE,HUNTSVILLE,AL,35801,,,,,,34.72664,-86.57223,1,,1,3,237041470,201407,193759,126914
8400500083,ARKANSAS ARTS CENTER,ARKANSAS ARTS CENTER FOUNDATION,ARKANSAS ARTS CENTER,ART MUSEUM,,501 E 9TH ST,LITTLE ROCK,AR,72202,,,,,5013724000,34.74343,-92.2651,1,119,5,3,237337495,201406,4803891,2298256
8400500287,ART CENTER OF GRAND PRAIRIE,GRAND PRAIRIE ART COUNCIL INC,,ART MUSEUM,,PO BOX 65,STUTTGART,AR,72160,108 W 12TH STREET,STUTTGART,AR,72160,8706731781,34.4923,-91.55385,3,1,5,3,716065972,201406,95283,95283
8409502735,ART GALLERY,JOHN BROWN UNIVERSITY,,ART MUSEUM,JOHN BROWN UNIVERSITY,2000 WEST UNIVERSITY STREET,SILOAM SPRINGS,AR,72761,,,,,4792388561,36.18922,-94.56199,3,7,5,3,710239576,201406,90059515,73739473
8409502755,ART GALLERY,ART GALLERY,,ART MUSEUM,SOUTHERN ARKANSAS UNIVERSITY,100 EAST UNIVERSITY STREET,MAGNOLIA,AR,71753,,,,,8702354000,33.2889,-93.23695,4,27,5,3,716007749,,,
8400500154,ARTS CENTER OF THE OZARKS,ARTS CENTER OF THE OZARKS,,ART MUSEUM,,PO BOX 725,SPRINGDALE,AR,72765,214 S MAIN ST,SPRINGDALE,AR,72765,4797515441,36.18414,-94.13233,1,143,5,3,710398247,201206,1095225,1095225
8409502799,ARTS OF UAMS GALLERY,UNIVERSITY OF ARKANSAS FOUNDATION INC,,ART MUSEUM,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,4301 W MARKHAM ST,LITTLE ROCK,AR,72205,,,,,5012961100,36.04255,-94.16749,1,143,5,3,716056774,201406,377069131,155513256
8409502826,BAUM GALLERY,BAUM GALLERY,,ART MUSEUM,UNIVERSITY OF CENTRAL ARKANSAS,201 DONAGHEY AVE,CONWAY,AR,72035,,,,,5014505793,35.07833,-92.45431,4,45,5,3,716001828,,,
8409502855,BLACK BOX: STUDENT GALLERY,BLACK BOX: STUDENT GALLERY,,ART MUSEUM,UNIVERSITY OF CENTRAL ARKANSAS,201 DONAGHEY AVE,CONWAY,AR,72035,,,,,5014503113,35.07833,-92.45431,1,45,5,3,716001828,,,
8409502875,BRADBURY GALLERY,BRADBURY GALLERY,,ART MUSEUM,ARKANSAS STATE UNIVERSITY,201 OLYMPIC DRIVE,STATE UNIVERSITY,AR,72401,,,,,8709722567,35.82917,-90.72578,4,,5,3,716000556,,,
8400500059,CRYSTAL BRIDGES MUSEUM OF AMERICAN ART,CRYSTAL BRIDGES MUSEUM OF AMERICAN ART INC,,ART MUSEUM,,600 MUSEUM WAY,BENTONVILLE,AR,72712,,,,,4794185700,36.38053,-94.19285,1,7,5,3,201359710,201312,482391631,
8409401139,ESSE PURSE MUSEUM,ESSE PURSE MUSEUM,,ART MUSEUM,,1510 S MAIN ST,LITTLE ROCK,AR,72202,1510 S MAIN ST,LITTLE ROCK,AR,72202,,34.73402,-92.27347,1,119,51,3,,,,
8409503160,FINE ART GALLERIES,FINE ART GALLERIES,,ART MUSEUM,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,2801 S UNIVERSITY AVE,LITTLE ROCK,AR,72204,,,,,,34.7269,-92.3418,4,119,5,3,710236904,,,
8409503161,FINE ART GALLERIES - GALLERY I,FINE ART GALLERIES - GALLERY I,,ART MUSEUM,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,2801 S UNIVERSITY AVENUE,LITTLE ROCK,AR,72204,,,,,5015693182,34.7269,-92.3418,1,119,5,3,710236904,,,
8409503162,FINE ART GALLERIES - GALLERY II,FINE ART GALLERIES - GALLERY II,,ART MUSEUM,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,2801 S UNIVERSITY AVENUE,LITTLE ROCK,AR,72204,,,,,5015693182,34.7269,-92.3418,1,119,5,3,710236904,,,
8409503163,FINE ART GALLERIES - GALLERY III,FINE ART GALLERIES - GALLERY III,,ART MUSEUM,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,2801 S UNIVERSITY AVENUE,LITTLE ROCK,AR,72204,,,,,5015693182,34.7269,-92.3418,1,119,5,3,710236904,,,
8400500026,FINE ARTS CENTER GALLERY,FINE ARTS CENTER GALLERY,,ART MUSEUM,,116 FINE ARTS CENTER,FAYETTEVILLE,AR,72467,116 FINE ARTS CTR,FAYETTEVILLE,AR,72467,4795755202,35.84933,-90.67934,1,,5,3,,,,
8409503168,FINE ARTS CENTER GALLERY,FINE ARTS CENTER GALLERY,,ART MUSEUM,ARKANSAS STATE UNIVERSITY,PO BOX 600,STATE UNIVERSITY,AR,72467,,,,,,35.84933,-90.67934,4,31,5,3,716000556,,,
8400500032,FORT SMITH REGIONAL ART MUSEUM,FORT SMITH REGIONAL ART MUSEUM,,ART MUSEUM,,1601 ROGERS AVE,FORT SMITH,AR,72902,1601 ROGERS AVE,FORT SMITH,AR,72902,4797842787,35.38116,-94.41512,1,131,5,3,,,,
8409503243,GALLERY,HENDRIX COLLEGE,,ART MUSEUM,HENDRIX COLLEGE,1600 WASHINGTON AVE,CONWAY,AR,72032,,,,,5013296811,35.1009,-92.44424,1,45,5,3,710236897,201405,111301561,80789073
8400500066,GALLERY MINT MUSEUM,GALLERY MINT MUSEUM INC,,ART MUSEUM,,PO BOX 706,EUREKA SPRING,AR,72632,,,,,4792535055,36.3914,-93.73889,4,15,5,3,202822907,,,
8409503359,HAMMONS GALLERY,OUACHITA BAPTIST UNIVERSITY,,ART MUSEUM,OUACHITA BAPTIST UNIVERSITY,410 OUACHITA STREET,ARKADELPHIA,AR,71923,,,,,8702455129,34.12446,-93.05134,4,19,5,3,710239383,201405,86138057,61089833
8409503547,KRESGE GALLERY,LYON COLLEGE,,ART MUSEUM,LYON COLLEGE,2300 HIGHLAND ROAD,BATESVILLE,AR,72501,,,,,8703077000,35.77896,-91.62714,3,63,5,3,710246213,201306,26476071,20791522
8409503632,MADDOX GALLERY,WILLIAMS BAPTIST COLLEGE,,ART MUSEUM,WILLIAMS BAPTIST COLLEGE,60 W FULBRIGHT AVENUE,WALNUT RIDGE,AR,72476,,,,,8708866741,36.0699,-90.77845,4,75,5,3,710240677,,,
8409503692,MEILEY-SWALLOW HALL GALLERY,MEILEY-SWALLOW HALL GALLERY,,ART MUSEUM,NORTH ARKANSAS COLLEGE,1515 PIONEER DR,HARRISON,AR,72601,,,,,,35.90746,-92.60405,4,9,5,3,710451862,,,
8400500104,MUSEUM OF CONTEMPORARY ART OF HOT SPRINGS,MUSEUM OF CONTEMPORARY ART OF HOT SPRINGS INC,,ART MUSEUM,,425 CENTRAL AVE,HOT SPRINGS,AR,71913,,,,,,36.05613,-90.50345,3,55,5,3,331057185,201312,99811,-106157
8409503789,NORMAN HALL GALLERY,NORMAN HALL GALLERY,,ART MUSEUM,ARKANSAS TECH UNIVERSITY,1605 NORTH COLISEUM DRIVE,RUSSELLVILLE,AR,72801,,,,,4799680237,35.29308,-93.13613,4,115,5,3,716014834,,,
8400500133,OZARK HERITAGE ART CENTER & MUSEUM,OZARK HERITAGE ARTS CENTER,OZARK HERITAGE ART CENTER & MUSEUM,ART MUSEUM,,PO BOX 217,LESLIE,AR,72645,410 OAK STREET,LESLIE,AR,72645,8704482557,35.83104,-92.55868,4,129,5,3,581940102,201112,17108,17108
8400500008,POOR RICHARD'S ART,POOR RICHARD'S ART,,ART MUSEUM,,116 S 1ST ST,ROGERS,AR,72756,WEST WALNUT STREET,ROGERS,AR,72756,4796360417,36.34207,-94.09416,1,7,5,3,,,,
8409504020,SCHOENHERR ART GALLERY,SCHOENHERR ART GALLERY,,ART MUSEUM,NORTH ARKANSAS COLLEGE,1515 PIONEER DR,HARRISON,AR,72601,,,,,,35.90746,-92.60405,4,9,5,3,710451862,,,
8400500283,SOUTH ARKANSAS ARTS CENTER,SOUTH ARKANSAS ARTS CENTER,,ART MUSEUM,,110 E 5TH ST,EL DORADO,AR,71730,,,,,8625474,33.22186,-92.6623,3,139,5,3,716053580,201406,3921906,1417396
8409504108,STEPHENS ART GALLERY,UNIVERSITY OF THE OZARKS,,ART MUSEUM,UNIVERSITY OF THE OZARKS,415 N COLLEGE AVE,CLARKSVILLE,AR,72830,,,,,9312217011,35.47474,-93.46687,3,71,5,3,710236867,201406,46022397,29146944
8409504113,STEVENS ART GALLERY,HARDING UNIVERSITY,,ART MUSEUM,HARDING UNIVERSITY,915 EAST MARKET AVENUE,SEARCY,AR,72143,,,,,5012794000,35.24044,-91.7143,4,145,5,3,710236896,201306,149721327,149716437
8400500002,WALTON ARTS CENTER,WALTON ARTS CENTER,,ART MUSEUM,,495 W DICKSON ST,FAYETTEVILLE,AR,72702,,,,,4794435600,36.06635,-94.16539,1,143,5,3,,,,
8409504349,WILLIAM H. BIGHAM GALLERIES,WILLIAM H. BIGHAM GALLERIES,,ART MUSEUM,NORTH ARKANSAS COLLEGE,1515 PIONEER DR,HARRISON,AR,72601,,,,,,35.90746,-92.60405,4,9,5,3,710451862,,,
8400400358,ALWUN HOUSE FOUNDATION,ALWUN HOUSE FOUNDATION,,ART MUSEUM,,1204 E ROOSEVELT ST,PHOENIX,AZ,85006,,,,,6022537887,33.45894,-112.05542,1,13,4,6,860691113,201406,78472,69944
8400400093,ARIZONA AFRICAN ART MUSEUM,ARIZONA OPERA COMPANY,,ART MUSEUM,,400 N 5TH ST,PHOENIX,AZ,85004,,,,,6023070893,33.46724,-112.07461,1,13,4,6,237169261,201406,5779792,5746357
8409502709,ARIZONA STATE UNIVERSITY ART MUSEUM,ARIZONA STATE UNIVERSITY ART MUSEUM,ARIZONA STATE UNIVERSITY ART MUSEUM,ART MUSEUM,ARIZONA STATE UNIVERSITY,51 EAST 10TH STREET,TEMPE,AZ,85281,,,,,4809652787,33.42431,-111.92893,4,13,4,6,860196696,,,
8409502786,ART MUSEUM AT NELSON FINE ARTS CENTER,ART MUSEUM AT NELSON FINE ARTS CENTER,,ART MUSEUM,ARIZONA STATE UNIVERSITY,51 E 10TH ST,TEMPE,AZ,85287,,,,,,33.69121,-112.53852,4,13,4,6,860196696,,,
8409502787,ART MUSEUM CERAMICS RESEARCH CENTER,ART MUSEUM CERAMICS RESEARCH CENTER,,ART MUSEUM,ARIZONA STATE UNIVERSITY,51 E 10TH ST,TEMPE,AZ,85287,,,,,4809652787,33.69121,-112.53852,4,13,4,6,860196696,,,
8409502813,AWC CAMPUS GALLERY,AWC CAMPUS GALLERY,,ART MUSEUM,ARIZONA WESTERN COLLEGE,2020 SOUTH AVENUE 8 EAST,YUMA,AZ,85365,,,,,9283176000,32.66186,-114.47483,4,27,4,6,860179321,,,
8409502831,BEASLEY GALLERY,BEASLEY GALLERY,,ART MUSEUM,NORTHERN ARIZONA UNIVERSITY,S SAN FRANCISCO ST,FLAGSTAFF,AZ,86001,,,,,9285239011,35.20618,-111.6611,4,5,4,6,742579628,,,
8400400099,CASA GRANDE ART MUSEUM,CASA GRANDE ART MUSEUM,,ART MUSEUM,,319 W 3RD ST,CASA GRANDE,AZ,85122,,,,,5208363377,32.87885,-111.75492,2,21,4,6,,,,
8400400388,CASTANEDA MUSEUM OF ETHNIC COSTUME,CASTANEDA MUSEUM OF ETHNIC COSTUME INC,,ART MUSEUM,,3550 E THIMBLE PEAK PL,TUCSON,AZ,85718,,,,,5202994129,32.32956,-110.9168,2,19,4,6,860790385,201312,42025,42025
8409502936,CENTER FOR CREATIVE PHOTOGRAPHY,CENTER FOR CREATIVE PHOTOGRAPHY,,ART MUSEUM,UNIVERSITY OF ARIZONA,1030 NORTH OLIVE ROAD,TUCSON,AZ,85721,,,,,5206217968,32.23592,-110.95503,4,19,4,6,866004791,,,
